,news_id,general_category,title,abstract
260,N62857,baseball,"Twins give Derek Falvey, Thad Levine contract extensions through 2024","They weren't free agents, and the Twins want to keep it that way. So they are ready to sign long-term contracts with two important members of their team. Derek Falvey and Thad Levine, the architects of the Twins' American League Central champions, have agreed to contract extensions to remain in charge of the team's baseball operations, a source with knowledge of the negotiations confirmed ..."
261,N40767,baseball,"Aaron Boone, A.J. Hinch told each other their Game 6 openers before the public knew","HOUSTON -- Giancarlo Stanton was not in the lineup for the Yankees' do-or-die ALCS Game 6 against the Astros. Stanton, who missed three games with a strained right quad, was physically able to play but still limited by the injury, Yankees manager Aaron Boone said before the game at Minute Maid Park. Stanton played in Games 1 and 5. Instead, Boone wanted to get Edwin Encarnacion back ..."
262,N35566,basketball,Women are having a greater impact on NBA than ever before,"Practice is over and Boston Celtics assistant coach Kara Lawson is still working. She stands under the basket rebounding and giving feedback to rookie guard Carsen Edwards as he shoots from different spots on the court. After swishing his final three attempts he jogs over to her. ""Thanks, coach,"" Edwards says before exchanging a high-five with Lawson. Welcome to the new-look NBA, in which women's footprints are directly impacting every aspect of..."
263,N8018,baseball,Report: RNC paid face value for Donald Trump's box seats for Game 5 of the World Series,No abstract available
264,N25092,football,Minnesota Vikings Power Rankings Roundup: Week 9,Where do the Vikings sit at the halfway point?
265,N30195,baseball,Astros the Golden State Warriors of baseball? Let's slow the dynasty talk,"What in the world is a dynasty anymore, anyway? And why are the Astros dropping the D-word with just one title to their name?"
266,N12852,misc,Spartans in the NFL: Brian Hoyer's encore doesn't go so well,"Notable performances from former Michigan State players in the NFL in Week 10: Brian Hoyer, Colts: After coming off the bench and nearly leading the Colts to a win last week, Hoyer had a more difficult time in his first start of the season. Hoyer went 18-for-39 for 204 yards with one touchdown and three interceptions in Indianapolis' 16-12 loss to Miami on Sunday. Khari Willis, Colts: After ..."
267,N1437,football,Matt LaFleur costs Packers points with questionable decision before halftime,"LaFleur probably figured he could break Carolina's spirits before halftime if the Packers scored, but it backfired."
268,N31576,basketball,Listen: At least 23 area athletes sign National Letters of Intent,"STOCKTON - The state's reigning hurdles champion kept the secret right down to the wire. Sat alongside his peers Wednesday at St. Mary's High, Jamar Marshall wore a South Carolina sweatshirt and had three hats neatly placed in front of him: Texas, Oregon and Arizona State. When it came time for the reveal, Marshall, stood and swapped his sweatshirt for a new one. Then, he grabbed a cap and ..."
269,N1811,football,Houston Texans Sack Tracker: Week 7,We're baaaaaccckkkk
270,N9812,basketball,Who's biased about officiating: Kentucky's coaches or the referees?,"LEXINGTON, Ky. - Former Auburn coach Sonny Smith likes to tell the story. He and former Alabama coach Wimp Sanderson were being roasted. One of the speakers was Joe B. Hall. As the former Kentucky coach spoke, a telephone buzzed. More than a few people began to check their cell phones. ""Don't anybody answer that,"" Smith recalled telling the audience. ""That call is for Joe. Because Joe gets all ..."
271,N60122,misc,Canes Hoops: Miami Holds off UCF to Move Above .500,"In a chippy affair, a combined effort from Miami's newcomers created enough separation from a pesky in-state opponent."
272,N46296,football,Black and Gold Links: T.J. Watt is the next great Pittsburgh Steelers superhero,Time to check on the latest news surrounding the Pittsburgh Steelers.
273,N33294,football,"The Pittsburgh Steelers' ""Hawaiian Punch"" has some big shoes to fill","Pittsburgh Steelers DL Tyson Alualu doesn't have the explosive attributes of your typical first round draft pick, but the abilities he does possess makes him more than capable of getting the job done."
274,N21908,baseball,MLB.com Names Red Sox Prospect Best Bet To Win 2020 Rookie Of The Year,Plenty of question marks surround the Boston Red Sox next season but one thing for sure is that there could be plenty of opportunities for players to make a splash.
275,N59041,basketball,Michigan basketball looked much better in win over Creighton than in opener,Michigan basketball showed marked improvement in a 79-69 win against Creighton at Crisler Center in Ann Arbor.
276,N11714,football,"Patriots 6-pack Preview: Jets fly with Adam Gase, Sam Darnold","Even over the relatively short span of just six weeks of football, the Jets (1-4) have been a tale of two very different teams of the course of the first month-plus of 2019. One team is the abysmal squad the Patriots beat 30-14 less than a month ago at Gillette Stadium. That group lacked a quarterback - now-released passer Luke Falk made his first NFL start in New England - and as such was outscored a combined 84-23 in three losses from Week..."
277,N11213,misc,Coulwood Middle School closed Thursday due to heating issues,No abstract available
278,N53799,basketball,Harlan: Knicks 'so irrelevant' they don't 'draw a ripple',"TNT will have a New York City-centric doubleheader Thursday night, with the New York Knicks hosting the Dallas Mavericks."
279,N6053,football,Carson Wentz made the big plays in the Eagles' win over the Bears. Nothing else matters. | Mike Sielski,"The best throw that Carson Wentz made Sunday didn't matter. That's the best you can say about it. It didn't matter. The Eagles were leading by five early in the fourth quarter, and they were starting to wobble after the Bears had scored two quick touchdowns. And now it was third-and-11 on the Eagles' 25-yard line, and there was Bears linebacker Roquan Smith charging after Wentz on a blitz, and ..."
280,N40896,golf,A 15-year-old just became the youngest winner of a pro event recognized by the Official World Golf Ranking,Josh Hill broke a former golf phenom's record with his impressive victory on the MENA Tour in Abu Dhabi.
281,N16299,baseball,Nationals beat Astros in Game 7 to win World Series,Nationals beat Astros in Game 7 to win World Series
282,N34422,football,Browns GM dismisses Beckham trade rumors as 'fake news',Odell Beckham Jr is off to a slow start with the Cleveland Browns and he is frustrated with his usage. What does that mean for the franchise offense?
283,N47071,basketball,No. 1 Michigan State will find out soon how it stacks up,"EAST LANSING, Mich. (AP)   Michigan State's basketball team is ranked No. 1 in the preseason for the first time and is looking forward to validating the votes. ""Now you have to go out and prove why you're ranked No. 1,"" All-America guard Cassius Winston said. The Spartans will find out soon if they're that good because Hall of Fame coach Tom Izzo has put together one of his toughest schedules   even for him. Izzo regularly tests his teams during..."
284,N45471,football,Kansas City Chiefs quarterback Patrick Mahomes greets teammates wearing knee brace after win vs. Broncos,Kansas City Chiefs quarterback Patrick Mahomes greets teammates wearing knee brace after win vs. Broncos.
285,N57398,baseball,Astros' Cole: 'I don't have a crystal ball',"After calling himself ""unemployed,"" Astros starter Gerrit Cole clarified his comments."
286,N38278,football,Baltimore Ravens John Harbaugh breaks down what makes the New England Patriots difficult to beat,Baltimore Ravens head coach John Harbaugh breaks down Ravens' task vs. Pats.
287,N10103,baseball,Look back at past AL Cy Young Award winners,Were you born in a Roger Clemens year? We chronicle every AL Cy Young Award winner since 1967 to match the year you were born.
288,N57506,football,Who starts at quarterback for the Chiefs this week against the Vikings? Stay tuned,"There were no hints from Andy Reid Wednesday about the identity of the Chiefs' starting quarterback for this week's game against the Minnesota Vikings. But it was Matt Moore who met the media Wednesday, not Patrick Mahomes. ""We'll see how it goes; we're taking it day-by-day,"" Andy Reid said. Mahomes, who officially put in a limited practice Wednesday, missed his first starting ..."
289,N25418,basketball,"The Lakers-Nets series in China ends   quietly, again","The Los Angeles Lakers and Brooklyn Nets are heading home from China, their roles as unwitting participants in a geopolitical drama that neither team had any role in starting or escalating now over. The Nets beat the Lakers 91-77 in Shenzhen, China on Saturday, capping a two-game preseason series in China that was overshadowed by the fallout from a tweet on the protests in the country about Hong Kong by Houston Rockets general manager Daryl..."
290,N50382,football,Dabo Swinney promises consequences for Andrew Booth punch,Things got chippy between Clemson and Louisville and Dabo Swinney is not pleased with one of his players throwing a punch.
291,N40057,football,Josh Gordon Expresses Optimism In First Instagram Since Knee Injury,If his Instagram account offers any indication Josh Gordon is in good spirits a few days after suffering an nasty-looking knee injury. The Patriots receiver twisted his knee Thursday night in New
292,N51488,football,Two-time defending Class 5A football champion Owatonna loses in state quarterfinals,"A big block, a long drive and a little Love were essential for St. Thomas Academy to dethrone a high school football power. The Cadets defeated two-time defending Class 5A champion Owatonna 21-0 on Saturday in a state tournament quarterfinal at Woodbury High School. No. 6 St. Thomas Academy ended the top-ranked Huskies' 29-game winning streak. ""That's a football dynasty, but somebody has got ..."
293,N21851,football,"Next man up: Chiefs prepare for life without Mahomes, with Moore","Two weeks ago, Tyreek Hill served as Matt Moore's top target."
294,N21321,football,Riverside man with 'Elephant Man' condition sees improvements with face surgery,No abstract available
295,N56576,baseball,Yankees almost finished after terrible loss to Astros in ALCS Game 4,"NEW YORK -- For more than a week, the Yankees talked about revenge for the disappointment of 2017, when they fell just a game short of the World Series to the eventual-champion Astros. They were about to get their payback. They were about to swap the bad taste in their mouths for the sweetness of victory. Now, it's looking like they won't even get that far. The Yankees came up small in yet ..."
296,N18374,hockey,A look into the science of sports hernias to see what Sidney Crosby is dealing with,The fun part about being a Pens fan is getting to do a lot of anatomy of physiology!
297,N44498,basketball,"Russell hints at forming super team with Towns, Booker",No abstract available
298,N2259,racing,Turf Paradise honors Phoenix resident for 64th straight opening day,Turf Paradise Bill Shaner has attended 64 straight opening days at Turf Paradise since the horse racetrack opened in 1956.
299,N28652,football,A detailed breakdown on how the Steelers stalled the Rams offense on 3rd downs,NFL Network's Brian Baldinger diagrams just how the Steelers stymied the Rams' offense in Week 10.
300,N48347,football,Final: Seahawks win over Buccaneers in overtime,"Updates as the 6-2 Seattle Seahawks host the 2-5 Tampa Bay Buccaneers. To follow along with Ben Arthur, click here. OT   Seahawks win after touchdown catch in overtime. Score: 40-34, Seahawks. Russell Wilson made big throws to get the Seahawks up the field, until finally a second touchdown catch by Jacob Hollister brought home the win. Q4 0:03   Seahawks miss field goal, head into overtime. Score: 34-34. After a quick and dominant drive, the..."
301,N35332,basketball,"UConn women's basketball vs. Cal: time, how to watch, broadcasters, preview","The wait is finally over. Sunday UConn women's basketball officially kicks off one of the most intriguing seasons in recent memory, when the Huskies take on Cal at 1 p.m. at Gampel Pavilion. Cal -- picked to finish 11th in the Pac-12 preseason poll following the departure of head coach Lindsay Gottlieb and graduation of first-round WNBA draft pick Kristine Anigwe -- comes to Storrs following a ..."
302,N44415,football,What the Browns are saying about facing the 6-2 Bills and numbers you need to know,"CLEVELAND, Ohio -- Browns players haven't gotten the memo that their playoff chances are in critical condition heading into Sunday's game against the 6-2 Bills. Even though they're 2-6, the vibe in the locker room this week was upbeat and positive, especially with Kareem Hunt returning to the field, as seen in the video above. ""Oh, definitely. Most definitely,'' said safety Morgan Burnett. ""I ..."
303,N9265,basketball,How to watch Louisville basketball vs. Youngstown State   and what you should watch for,Louisville basketball kicked the season off right with a win over Miami. Next up? A Sunday home showdown against Youngstown State.
304,N10014,golf,Upset fans share frustrating stories about trying (and often failing) to buy 2020 Ryder Cup tickets online,Fans thinking they had an inside track at buying Ryder Cup tickets for Whistling Straits encountered snags in the process that caused many to vent online
305,N28782,football,"Burrow, No. 1 LSU hold on for 46-41 win over No. 2 Alabama","Joe Burrow passed for 393 yards and three touchdowns and No. 1 LSU snapped an eight-game losing streak to No. 2 Alabama with a 46-41 victory Saturday. The Tigers (9-0, 5-0 Southeastern Conference, No. 2 CFP) are no longer second fiddle in the SEC West, or maybe in the playoff rankings. And Burrow stamped himself as the Heisman Trophy front-runner with a gutty performance when he answered every challenge from 'Bama. ""I just can't say enough about..."
306,N28839,baseball,Guessing the cost of potential Phillies free agent targets,Stephen Strasburg and Gerrit Cole aren't going to come cheap.
307,N18058,football,Report: Four Cowboys fined for penalties against the New York Giants,The NFL came calling for some Cowboys money.
308,N30236,tennis,American teenager Gauff reaches maiden WTA final in Linz,American teenager Gauff reaches maiden WTA final in Linz
309,N59672,football,Titans: 3 key moments vs. Broncos,The Titans' offense was shut out in a disastrous 16-0 loss to the Broncos that led to the benching of quarterback Marcus Mariota.
310,N56660,baseball,Can Nationals repeat as champions in 2020?,"The Nationals could potentially lose both Anthony Rendon and Stephen Strasburg to free agency, which would severely hamper any plans they have to repeat as champions in 2020."
311,N49615,baseball,Washington Nationals' rotation dominating the NLCS so far...,"Aníbal Sánchez, Max Scherzer, and Stephen Strasburg have put together impressive outings and now it's Patrick Corbin's turn in the NLCS."
312,N8962,baseball,"'That's my boy' | Alex Bregman's love affair with baseball began early, dad says",Alex Bregman was practically destined to play in the Big Leagues.
313,N27330,basketball,"Baldwin scores 27, leads Butler past Minnesota 64-56","INDIANAPOLIS (AP)   Butler senior guard Kamar Baldwin had been limited to 19 minutes in the first two games with a rib cartilage injury. Tuesday night, Baldwin was finally able to cut loose, scoring 27 points in 35 minutes to lead the Bulldogs to a 64-56 victory over Minnesota on Tuesday night in the Gavitt Tipoff Games between Big East and Big Ten teams. Baldwin made 10 of 24 shots and 5 of 6 free throws. ""I felt better in the second half,""..."
314,N53872,football,"Brady jabs Manning, joins other athletes in costume for Halloween",No abstract available
315,N1794,basketball,"Tatum Hits Last-Second Jumper, Celtics Beat Knicks 104-102","Unlike a 118-95 rout at Madison Square Garden the previous Saturday, Boston was pushed by New York until the very end of a game that featured 24 lead changes and 10 ties."
316,N59312,football,"49ers no longer perfect, fall to Seahawks 27-24 in overtime","The unblemished 49ers were decidedly imperfect Monday night. In the biggest game of their stunning turnaround season, the NFL's only unbeaten team lost 27-24 in overtime to the Seahawks largely because of a missed field-goal try in the extra session and three turnovers that led to Seattle's first 21 points. The 49ers fell when Seattle's Jason Myers drilled a 42-yard field goal as time expired to cap the rugged showdown that featured seven..."
317,N55227,golf,Woods: 'Totally understand' if Koepka can't play Prez Cup after knee injury,"Captain Tiger Woods has had plenty on his mind as he prepares for this year's Presidents Cup, but his job became slightly more complicated last week with the news of Brooks Koepka's knee injury."
318,N28733,misc,"Magic 118, Grizzlies 86: Magic get much-needed rout to snap losing streak","The Magic kicked off the homestand with a victory, snapping a four-game losing streak"
319,N45904,football,Why Pro Football Focus thinks Eagles' Doug Pederson is among NFL's Top 3 play-callers through 8 weeks (and other 2 have Philly ties),"Eagles coach Doug Pederson has taken a lot of criticism for some of his decision-making during an up-and-down first half of the season, with much of that directed at his team's struggles to perform at the start of games. Despite that, and the Eagles' 4-4 start to the season, Pro Football Focus remains high on Pederson as a playcaller. By PFF's midseason assessment, Pederson has been the ..."
320,N48861,golf,Watch: Maggert wins Champions finale with walk-off eagle holeout,"Jeff Maggert ended the Champions Tour finale in thrilling fashion Sunday, holing a walk-off eagle from 123 yards on the par-4 17th hole and returning to the winner's circle for the first time in four years."
321,N27631,fighting,Alvarez stops Kovalev in 11th round to win 175-pound title,LAS VEGAS (AP) Canelo Alvarez used a big punch to beat a big fighter.
322,N56938,football,"Mason Rudolph injury update: Steelers QB (concussion) eyeing Week 8 return, report says","Rudolph was back at practice just three days after getting knocked out in Week 5, but sat out Sunday's win against the Chargers."
323,N8371,football,"Rams' fake punt goes horribly wrong, Steelers get pick","Nothing seems to be working for the Rams against the Steelers, and this fake punt attempt was no exception."
324,N62304,football,Chiefs vs Chargers Monday Night Football Open Thread,This is your place to talk about the week 11 action in the National Football League...
325,N44807,football,"Wednesday Open Thread: November 13, 2019","Okaaaaay, so nevermind my completely inaccurate statement yesterday . The bye week is NEXT week. Sheesh. I cringe to think how senile I'll be when I'm old."
326,N10209,football,Colts vs Dolphins: 3 Keys for the offense in Week 10,No abstract available
327,N41832,basketball,Curry swishes shots in warm-up sequence at Chase Center,The Golden State Warriors will begin a new season in their new arena Chase Center on Thursday night.
328,N33174,baseball,Carlos Santana's elite eye got more elite,Nothing gets by Slamtana's watchful eye
329,N1233,misc,Recap: #10 Villanova Clobbered by #16 Ohio State 76-51,"In a game that was never close, the 'Cats got blasted"
330,N41995,misc,Open Thread: Phoenix Suns (4-2) vs. Philadelphia 76ers (5-0),Will the Suns end Philly's winning streak to open the season?
331,N42893,baseball,Royals pitch in to repair flooded Parkville baseball field,"The Kansas City Royals are stepping in to help after flooding last spring damaged one of the city's baseball fields. Grigsby Field was one of the casualties of the floods of 2019. Sign up for our Newsletters ""Standing here on Grigsby Field we had about six to eight feet of floodwater,"" said Parkville Public Works Director Alysen Abel. The baseball practice field in Parkville is usually packed with kids all summer, but not this year. ""We had a..."
332,N16208,football,"Seven Sundays, a Minneapolis muesli maker, restructures as a certified B corporation with an eye on social goals","When Hannah Barnstable started selling her homemade muesli at Minneapolis farmers markets seven years ago, she knew she wanted her cereals to be a force for good. Now, with national distribution and on the cusp of even greater expansion, Seven Sundays -- the company she and her husband, Brady Barnstable, founded -- is the first Minnesota food maker to become a certified B corporation. Like ..."
333,N63200,fighting,Glory 70 highlights: Groenhart KOs Jones for interim WW title,Check out Murthel Groenhart's big knockout win and lots more highlights from Glory's latest card.
334,N28135,fighting,UFC on ESPN 6 pre-fight facts: Dominick Reyes vs. Chris Weidman,"Check out the key facts, figures and footnotes for UFC on ESPN 6, which is headlined by Dominick Reyes vs. Chris Weidman."
335,N56432,misc,"Windsor football has playoffs in sight after win at Brighton, Fort Collins drops road game",The Wizards finished the regular season on a 4-game winning streak and now have their eyes on a 4A playoff berth
336,N24277,golf,"FHP: 7-year-old in critical condition after being thrown from, ran over by Swamp Buggy","A 7-year-old girl was left in critical condition after she was ejected from a Swamp Buggy and ran over by its tire, according to the Florida Highway Patrol. FHP says the off-road vehicle was driving through a wooded area near South Cabbage Palm Street and Hunting Club Way Saturday at 5:45 p.m. There were seven passengers on the swamp buggy, including the driver. The vehicle hit a tree stump, causing the 7-year-old to be thrown from the Swamp..."
337,N14935,football,Gophers and Vikings: How two defensive stops changed the narrative,"Have you recovered yet from the rigors of watching two of the most dramatic big Minnesota football games in recent memory, played on back-to-back days? I can't remember the Gophers and Vikings winning in such a way in such meaningful games on the same weekend in a very long time. Gophers 31, Penn State 26. Vikings 28, Dallas 24. I have to imagine it's going to be a skyway full of smiles today. ..."
338,N43507,football,Hamstrings leave Vikings hamstrung at receiver; Doctson 'ready to go',"Next hamstring up. In Wednesday's tale of two Purple hammies, Adam Thielen spent practice resting while fellow receiver Josh Doctson continued testing in hopes of being activated in time to play in his hometown when the Vikings travel to Dallas on Sunday night. ""It's 100 percent,"" said Doctson, who was placed on injured reserve on Sept. 11, a week after the 26-year-old former Redskin was ..."
339,N1976,football,"Ravens MVP of the week: Don ""Wink"" Martindale","The Baltimore Ravens made a statement in Week 7 with their 30-16 win over the Seattle Seahawks. While the story of the game was the performance and leadership from quarterback Lamar Jackson, the play of the defense should not be overlooked. The recent moves made on defense by general manager Eric DeCosta were on full display last Sunday. Since one player did not particularly stand apart on defense, the MVP of the week will go to defensive..."
340,N28611,football,Brian Baldinger: Texans' Laremy Tunsil is the best left tackle in the NFL,"Houston Texans left tackle Laremy Tunsil may be the best in the NFL today, at least in the mind of NFL Network analyst Brian Baldinger."
341,N54917,football,'The better team in all three phases': how Michigan erased Notre Dame's identity,"ANN ARBOR -- Notre Dame entered Michigan Stadium on Saturday night as the No. 8 team in the country, 5-1 and still eyeing a spot in the playoffs. Michigan made the Irish look like they didn't belong on the same field. The Wolverines won 45-14. They had 257 more yards of offense than Notre Dame, while winning the turnover battle 2-0. Michigan stopped the run and, with some help from the rain ..."
342,N21635,basketball,Dan Woike: New doubts cast on coach Luke Walton after Kings' slow start,"If his name was Matthew, Mark or John, there wouldn't have been any question. But because Luke Walton's parents, Bill and Susan, decided to name him Luke, no one was quite sure what they were hearing when he was announced Friday night in Sacramento. Before the Kings took on the Jazz, were the vocal fans inside the Golden 1 Center stretching out the first vowel in Walton's first name - the ..."
343,N39179,football,"Kerryon Johnson expected to miss time, week to week for now",The Lions are expected to be without their star running back.
344,N4481,basketball,The Warriors' big D'Angelo Russell conundrum,Russell's trade value should be going up during the Warriors' free-fall.
345,N14754,basketball,Gators debut at No. 6 in AP men's basketball Top 25,"The Florida Gators debuted at No. 6 in the Associated Press preseason op 25, released Monday. The preseason ranking is the program's highest since 2007, when the defending national champions opened No. 1. Coming of the first Final Four under former coach Billy Donovan, the 2001-02 Gators also opened the season at No. 6. Coming off a 20-16 finish and a second-round exit from the NCAA Tournament, White overhauled his roster this offseason - just..."
346,N17858,baseball,More video evidence of Astros cheating in 2017 emerges,"The Astros were also accused of stealing signs during this postseason and last, though MLB cleared them in both instances. It would be a surprise if that happens again this time."
347,N48588,football,"Bucs' Ronald Jones a force as a pass catcher, but lets opportunity slip away","TAMPA   Ronald Jones had his most productive day as a pro in the Bucs' 30-27 win over the Cardinals Sunday. After the game, his emotions ranged from grateful to despondent. Making his second NFL start, Jones led the Bucs with eight receptions for 77 yards. He scored Tampa Bay's first touchdown on the ground, but all he could think about was his fourth-quarter fumble that nearly cost the Bucs ..."
348,N45867,football,Panthers sign returner Greg Dortch off Jets' practice squad,The Panthers added a return specialist off the Jets' practice squad.
349,N22325,basketball,Lakers considering Kyle Kuzma for possible sixth man role,"As Coach Frank Vogel sorts through his long-term rotation possibilities, coming off the bench could become Kuzma's regular role this season, but the third-year forward faces a learning curve on defense."
350,N41536,basketball,Raul Neto establishing himself as solid backup for Sixers | Off the Dribble,"What's good, folks? Well, the 76ers weren't overly impressive last night. But hey, they'll tell you a much-needed win is a win no matter how crazy the ending is. Coach Brett Brown took his starters out with his team leading by 19 points and 2 minutes, 34 minutes remaining. But the Charlotte Hornets pulled within five points before the Sixers escaped with the 114-106 victory at the Wells Fargo ..."
351,N18489,baseball,Paramedic In 'Stable Condition' After Being Struck By Foul Ball In Game 2,"For a brief, scary moment during Game 2 of the AL Championship Series, all eyes were focused on the Astros dugout after a paramedic was struck by an errant foul ball. In the bottom of the fifth inning, outfielder Michael Brantley fought off the pitch and sent the ball directly into the Astros dugout, hitting one of the team's employees. The man struck is one of the Astros' on-scene paramedics according to The Houston Chronicle's Matt Young. ""He..."
352,N36128,baseball,Rick Honeycutt retires from role as Dodgers pitching coach,"Dodgers pitching coach Rick Honeycutt will not return to the team in his same role in 2020, president of baseball operations Andrew Friedman told reporters on Monday, including MLB.com's Ken Gurnick (via Twitter)."
353,N47603,football,John Goodman to be guest picker for ESPN's 'College GameDay' at LSU,"John Goodman was born in Louisiana, and of course he's one of the most recognizable celebrities from that region."
354,N39791,baseball,"Tom Foley retires after 24 years with the Rays, 43 in baseball","ST. PETERSBURG   After playing parts of 13 seasons in the majors and spending 16 as a coach with the Rays during a 43-year overall career in baseball, Tom Foley has decided to retire. ""It's time,"" Foley said Thursday. ""It's just time to slow down and relax."" Foley, 60, signed on with the new Rays franchise in 1996 in a player development role, took over as third base coach in 2002 and worked ..."
355,N31587,baseball,Cubs Rule 5 deadline assessments: Which players will be added to the 40-man roster?,Miguel Amaya is a no-brainer. But who else?
356,N35712,football,2019 NFL Playoffs: AFC Playoff Picture Through Week 10,The Texans won by not playing.
357,N16565,baseball,Mikolas calls crotch grab 'good-natured' after mocking Soto,St. Louis Cardinals right-hander Miles Mikolas decided to give Washington Nationals slugger Juan Soto a little taste of his own medicine after a big at-bat in Game 1 of the NLCS on Friday.
358,N25284,basketball,Davis' MRI postponed until Monday after late flight from China,The Los Angeles Lakers got in later than expected from China and pushed further examination on Anthony Davis to Monday.
359,N57276,basketball,2nd man charged in death of ex-Texas Tech star Andre Emmett,DALLAS (AP) Dallas police have arrested a second suspect in the investigation of last month's fatal shooting of ex-NBA and Texas Tech star Andre Emmett.
360,N32232,football,"Actor Jason Momoa, Steelers legend Lynn Swann﻿ wave terrible towels ahead of Sunday's game","Here we go, Steelers! Pittsburgh Steelers legend Lynn Swann and ""Aquaman"" and ""Game of Thrones"" star Jason Momoa, were caught waving terrible towels before Sunday's game at Heinz Field. Watch video of them cheering for the Steelers in the Facebook post from the Steelers below. Sign up for our Newsletters Momoa also took to Instagram, saying, ""STEELERS NATION @Steelers is blowing my mind I'm in love with Pittsburgh what a town mahalo to all the..."
361,N44893,baseball,MLB playoffs: Five ways Cardinals can get back into the NLCS after falling into an 0-2 hole vs. Nationals,"The Cardinals need to hit better, run more, and get lucky"
362,N29194,football,Tagovailoa headlines USA TODAY Sports midseason All-America team,"At the midway point of the college football season so it's time to name the USA TODAY Sports midseason All-American team, led by Tua Tagovailoa."
363,N35896,fighting,"Walker on quick KOs: 'I want to fight, but I hit them and they fall'",Light heavyweight prospect Johnny Walker wants a chance to show more of his skills in the Octagon.
364,N14656,football,"Watson, Johnson, Texans defense lead way past Jags",No abstract available
365,N62815,baseball,"World Series MVP Stephen Strasburg to opt out of contract, hit free agency",No abstract available
366,N21968,basketball,Steven Adams suffers left knee contusion,"Steven Adams left the Thunder's 116-112 loss at Houston Monday with 6:45 left in the fourth quarter, and he did not return. The OKC center suffered a left knee contusion, per the Thunder. He disappeared into the tunnel several times during the game, which is not uncommon for Adams. He periodically rides the stationary bike when he isn't playing, to stay sharp. But halfway through the ..."
367,N55820,golf,Hometown Hammer's takeaway from Houston: 'Limit the big numbers',"University of Texas sophomore Cole Hammer was extended a sponsor invite into the Houston Open, his hometown event. He managed to make the cut, but knows there's work left to do."
368,N46842,hockey,"Brad Marchand, Wife Show Off Amazing 'Stranger Things' Halloween Costumes",Brad Marchand and his wife Katrina took a trip to the Upside Down on Wednesday. The dynamic duo dressed as Eleven and Dustin from Stranger Things for Halloween and the
369,N15560,football,Mile High Salute to Champ Bailey as he joins the Broncos' Ring of Fame,Champ will be inducted into the Broncos' Ring of Fame during halftime while he and beloved former owner Pat Bowlen will also be recognized for their Pro Football Hall of Fame enshrinement.
370,N36982,basketball,"Hawks suffer first loss, fall short in battle against Sixers",The Hawks took the Sixers all the way down to the wire but couldn't get over the hump.
371,N45031,baseball,Watch: FOX butchers Gerardo Parra 'Baby Shark' song,"Well, it's not like there aren't several versions out there, but this wasn't the right one."
372,N21610,football,DeSean Jackson sidelined (again) and Eagles receivers fail to deliver in his place (again) I Jeff McLane,"One catch, one drive and DeSean Jackson's return from an abdomen injury after a six-game absence was short-lived. Doug Pederson said the Eagles' reasons were ""precautionary right now"" when he was asked if the wide receiver, in leaving the game, had tweaked his abdomen injury. But holding him out before a bye week might have been the more preventive measure. Nevertheless, Pederson had said the ..."
373,N12062,misc,No. 4 Maryland women's basketball vs No. 8 South Carolina preview,The Terps welcome a top-10 opponent to College Park in their second game of the 2019 slate
374,N56614,misc,Dion Waiters to miss next two games,Waiters' served a one-game suspension Wednesday night.
375,N62956,baseball,MLB rumors: Why Yankees-Indians Francisco Lindor trade makes sense,"There's a good chance the New York Yankees' infield will look different in 2020. It all depends on shortstop Didi Gregorius. If he leaves as a free agent (which is quite possible), Yankees manager Aaron Boone could simply slide Gleyber Torres over to shortstop and DJ LeMahieu to second base. But general manager Brian Cashman could also go outside the organization to bring in a new shortstop. ..."
376,N36223,football,Dwayne Haskins is starting to show a lot of improvement in practice,"Interim coach Bill Callahan says that Haskins has taken major steps forward, and word out of practice is that the rookie is making plays."
377,N49667,football,NFL Power Rankings: Steelers begin to climb out of the cellar after big road win,The Pittsburgh Steelers have plenty of work to do before they are even considered a Top 15 team in 2019.
378,N27755,football,Week 9 NFL power ranking roundup,The Bengals remain buried after their bout in London.
379,N58952,football,Pineiro doinks kick for first time as a Bear,It's been 294 days since the last doink by the Chicago Bears when Cody Parkey broke the hearts of Bears fans everywhere.
380,N49266,fighting,UFC Boston highlights: Rodriguez hangs on to take decision Stephens,Check out the full-fight video highlights of Yair Rodriguez vs. Jeremy Stephens from the UFC Boston co-main event.
381,N846,football,NFL Week 7 Awards: Is this the best photo ever taken of a NFL player?,"The good, the bad, and the hilarious from Sunday's NFL action."
382,N12422,basketball,Rockets fall into 41-point hole almost instantly in lopsided loss to Heat,No abstract available
383,N5833,football,How Worried Should the New York Jets Be about the Washington Redskins?,Two teams with a combined total of three wins in 2019 battle it out Sunday. Enjoy!
384,N22844,football,Report: Matthew Stafford won't play vs. Bears because of fractured bones in back,"Detroit Lions' Matthew Stafford has the second-longest starting streak among quarterbacks at 136 consecutive games, a streak that started in 2011."
385,N8541,football,"Memphis-Temple football: Joey Magnifico call cost Tigers, not why they lost",Don't make Memphis' 30-28 loss at Temple more complicated than it was.
386,N58513,basketball,Mark Jackson is name to watch in potential Knicks head coach search,"The New York Knicks may be headed for another head coaching search in the weeks and months to come, and there may already be a potential favorite to get the job when that search happens."
