,news_id,general_category,title,abstract
9290,N8029,misc,Pittsburghers Celebrate World Kindness Day By Honoring Mister Rogers,"In celebration of World Kindness Day, Pittsburghers -- including adorable newborn babies -- are wearing cardigans to honor Mister Rogers."
9291,N15346,football,Colin Cowherd Has Reservations About Patriots In Latest Power Rankings,https://www.dailymotion.com/embed/video/x nwt r Colin Cowherd wants to go all-in on the New England Patriots but he has one big reservation. The Herd with Colin Cowherd host put the defending Super
9292,N18749,football,Titans' confidence in Ryan Tannehill keeps growing. It showed again on winning drive vs. Chiefs.,Ryan Tannehill is 3-1 as the Titans' starting quarterback.
9293,N9442,fighting,"Lorenz Larkin, Patrick Mix among five to compete in Bellator vs. RIZIN fights in December",The upcoming Bellator and RIZIN cards from Japan will feature several crossover bouts including Lorenz Larkin and Patrick Mix booking fights.
9294,N60609,basketball,"Questions remain over Grand Rapids Drive's future, and owner not changing his stance",The Grand Rapids Drive go into their home opener Friday faced with the same questions over its future while the principal owner maintains the same response: The team isn't going anyway. The Drive open their sixth season at DeltaPlex Arena at 7 p.m. Friday and Saturday against the Greensboro Swarm in what will be their second-to-last year as the NBA G League affiliate of the Detroit Pistons. In ...
9295,N54813,football,Penn State-Indiana game predictions: Lions have the firepower and homefield edge to get back on track,"Penn State superfans: Get exclusive, in-depth Nittany Lions news, analysis and recruiting updates every day. Become a PennLive Football Insider. Only $5.99 a month. Learn more. Penn State returns to Beaver Stadium looking to get back on the upward trajectory that led a young team to a surprising 8-0 start. The Lions didn't play their best football at Minnesota and saw some of their hopes ..."
9296,N33726,football,"Another game, another shutout for Armwood","SEFFNER   Armwood is in tip-top playoff form. The Hawks (10-1) blanked visiting Melbourne on Friday night, 57-0 in a Class 7A, Region 2 quarterfinal. Armwood will host Bloomingdale next week. The Hawks won a road tilt against the Bulls during the third week of the season, 28-0. This marks the eighth-straight season with a playoff appearance for Armwood. The Hawks have posted a 99-14 record ..."
9297,N64844,football,Keswick Christian can't make a dent in the Admiral Farragut defense,"ST. PETERSBURG   Admiral Farragut dominated visiting Keswick Christian on Friday night, winning their Class 2A, Region 3 quarterfinal 52-10. The Blue Jackets (7-3) scored touchdowns on their first three possessions to take a 21-3 lead at the end of the first quarter. Quarterback Tonio Shavers accounted for two of them: an 82-yard pass to Courtney Eubanks and a 1-yard keeper. Raymond Walker got ..."
9298,N7724,golf,Chris Kirk reveals battles with alcoholism in PGA Tour interview,This past May PGA Tour player Chris Kirk announced he was taking a leave of absence for alcohol abuse and depression. The news came a day before Kirk's 34th birthday.
9299,N8016,hockey,How The Chronicle's top 25 football teams fared,How The Chronicle's Top 25 fared Team Result Next 1. De La Salle (9-1) Idle North Coast Section playoffs 2. Serra (9-0) at No. 10 St. Ignatius on Saturday Central Coast Section playoffs 3. Valley Christian (9-1) Beat No. 17 Mitty 28-0 CCS playoffs 4. Pittsburg (9-1) Idle NCS playoffs 5. Liberty (9-1) Idle NCS playoffs 6. Wilcox (8-2) Beat Fremont-Sunnyvale 44-0 CCS playoffs 7. Cardinal Newman (9-1) Beat Analy 48-15 NCS playoffs 8. McClymonds...
9300,N54723,hockey,A few observations on the Blackhawks defense,"After Calvin de Haan said the Blackhawks give up chances, but not grade-A ones, it turns out they actually do."
9301,N36781,football,Eagles' injury list shrinking after bye week | Early Birds,"Good morning, Eagles fans. As long as you're staying warm, I'm sure it's a good one, too. The Eagles' hardest -- and coldest -- practice day is behind them. They're back in the full swing of things after the bye week and are getting ready for the New England Patriots and the challenges that come when facing Bill Belichick and Tom Brady. But something happened Wednesday that hasn't happened in ..."
9302,N1242,basketball,Kent State's Kalin Bennett Becomes First Autistic Player to Score in Division I Game,"Something groundbreaking went down in Kent, Ohio last night. Kalin Bennett powered to the rim for a jump hook, scoring his first two points of the season. Bennett became the first Division I player with autism to score in a game."
9303,N1538,baseball,Ruben Amaro Jr.'s heart still with Phillies as he searches for his next job | Bob Brookover,"Ruben Amaro Jr. is a free agent again. It's the third time since being removed from his dream job as Phillies general manager late in the 2015 season that Amaro has found himself out of work, but this time, for the first time, his departure was voluntary. After two seasons with the New York Mets, one as the first-base coach in 2018 and the second as an adviser to first-year general manager ..."
9304,N33897,golf,Heavy rains push Mayakoba start to Friday,"After receiving more than 8 inches of rain since Monday, tournament officials declared Thursday a washout at the Mayakoba Golf Classic."
9305,N31331,misc,Out of the box trade ideas that could help the Yankees,Submit your answer in the FanPost section for the chance to see your story featured on the front page.
9306,N33749,baseball,Monday Morning Minnesota: Sign Every Pitcher Edition,Just a general request.
9307,N29461,football,Gophers' 9-0 start has Iowa coach Kirk Ferentz's attention,"It must look so familiar to Kirk Ferentz, this breakout Minnesota football season. Mediocre expectations, critics sneering at their schedule, a series of last-minute heroics and the growing euphoria as victories pile up -- the longtime Iowa coach lived through it all just four years ago. The 2015 Hawkeyes shocked college football, and perhaps even themselves, by going 12-0 in the regular ..."
9308,N32604,basketball,State volleyball: Waukee falls to top-seeded Cedar Falls in quarterfinal thriller,The Warriors nearly spoiled Cedar Falls' stellar season in the opening round of the state volleyball tournament.
9309,N30066,fighting,"Billy Joe Saunders wants 'Canelo, Golovkin, all the big names'",Billy Joe Saunders suggested that he'd be willing to meet Canelo Alvarez at whatever weight the Mexican chooses.
9310,N16216,football,Colts News: Could sticking with Vinatieri Cost the Colts the playoffs?,
9311,N3872,football,"FAU football: Senior tight end John Raine receives extra year of eligibility, will return in 2020","BOCA RATON -- The John Raine Train isn't coming to a stop just yet. Raine, a senior tight end who leads Florida Atlantic with five receiving touchdowns this season, has officially been awarded a fifth year of eligibility. The 6-foot-2, 235-pound tight end learned last week he will return for the 2020 season. Raine played only four games as a freshman in 2016 before breaking his ankle. The NCAA ..."
9312,N30970,baseball,"Cincinnati Reds interested in outfielder Nicholas Castellanos, per report",Nicholas Castellanos hit .276 with three home runs in 32 plate appearances against the Reds in 2019.
9313,N50978,baseball,Brodie Van Wagenen addresses Carlos Beltran being a possible target of MLB sign-stealing probe,"SCOTTSDALE   The morning after a report from The Athletic indicated new Mets manager Carlos Beltran ""played a key role in devising"" the Astros' sign-stealing setup in 2017, general manager Brodie Van Wagenen said he has not heard from Major League Baseball or spoken to his skipper about the allegation. ""I don't have nearly enough information and I would defer to MLB on any of those questions,"" Van Wagenen said Thursday morning before he..."
9314,N39463,golf,"Jordan Spieth, Henrik Stenson round out Tiger Woods' Hero World Challenge field",The 18-man field is set for next month's Hero World Challenge following host Tiger Woods' announcement of Jordan Spieth and Henrik Stenson.
9315,N30279,baseball,2019 Astros review: Yordan Alvarez,"Over the next few weeks on Texas Sports Nation, we will analyze the 2019 season of each major Astros contributor. Yordan Alvarez In 2018: n/a In 2019: .313/.412/.655, 1.067 OPS, 98 H, 53 XBH, 27 HR, 52 BB, 94 K, 3.7 bWAR, 3.8 fWAR Analysis: Rumblings began from the spring training back fields of an authoritative Astros youngster with a powerful swing and precise eye at the plate. Yordan Alvarez displayed the dominance in major league camp, so..."
9316,N35631,football,Pittsburgh Steelers vs. Los Angeles Rams: A History of the Rivalry,"In the NFL's 100th season, a look at the Steelers and Rams, now and through history."
9317,N10382,hockey,"No, Bruins Shouldn't Make Run At Ilya Kovalchuk Amid Uncertain Kings Future",https://www.dailymotion.com/embed/video/x ny Things are messy between Ilya Kovalchuk and the Los Angeles Kings and at this point it seems more likely than not he will be playing elsewhere by the
9318,N57616,football,Adam Vinatieri didn't think about possibility of getting cut,"Vinatieri on the idea of being cut: ""I dont think about that stuff. That's way above my pay grade."""
9319,N25970,football,Panthers coach Ron Rivera's inconsistent use of analytics is confusing,"Ron Rivera decided to go for two. If it had been successful, the Packers' lead would have been cut to just six points, bringing Carolina that much closer to a thrilling comeback win. Panthers fans would be sharing Riverboat Ron memes and praising the genius and daring of their coach, who understands how the modern game works and isn't afraid to use analytics to his advantage. The two-point conversion attempt didn't work out. So instead, Panthers..."
9320,N10285,football,"Olivier Vernon and Eric Murray out for Browns vs. Bills; Myles Garrett added to report with knee, but will play","BEREA, Ohio -- Browns defensive end Olivier Vernon and safety Eric Murray have both been ruled out for the Bills game on Sunday with their knee injuries. Vernon suffered the injury late in Sunday's 24-19 loss to the Broncos, and Murray underwent surgery two weeks ago to repair the knee. Myles Garrett was also added to the injury report on Friday with a knee injury, but was a full participant ..."
9321,N35340,baseball,MLB GM wants Jeff Luhnow 'banned for life' if he knew of Astros' sign-stealing,Another team executive said he wanted to see the league throw the book at the Astros.
9322,N229,football,Bill Belichick 'not sure' if Patriots will attend Colin Kaepernick workout,"Belichick is one of the most informed and prepared coaches in NFL history, so he would certainly have a say in whether or not the Patriots scout a player."
9323,N34170,misc,BART hero employee opens up on 'Midday Live' about miracle rescue,
9324,N57956,golf,"Thai Tour pro proves he has ""all the shots"" with amazing flop out of water hazard",Jazz Janewattananond showed off some pretty slick recovery skills by splashing out of a pond in Japan.
9325,N63894,misc,DBB Podcast: Blake Griffin Returns!,Ben and Laz discuss the week in Detroit basketball
9326,N6611,football,Falcons vs. Saints: A quick look at the series history,Fact: Matt Ryan doesn't have a bellybutton
9327,N41806,fighting,Cassius Chaney sends Joel Caudle To The Outside!,"In one of the most shocking moments of the night, heavyweight Cassius Chaney sends Joel Caudle headfirst to the outside before finishing the their first round fight. Try ESPN+ For Free: https://watch.espnplus.com/toprank/ Subscribe to our YouTube channel to get notified about the latest highlights, free full fights, and fight week content as it's posted. Follow Top Rank on Twitter: http://www.twitter.com/trboxing Follow Top Rank on Instagram: http://www.instagram.com/trboxing Like Top Rank on Facebook: http://www.facebook.com/trboxing"
9328,N30514,baseball,Brandon Morrow wants to come back to the Cubs,Would you do it?
9329,N58953,soccer,Liverpool fans antipathy could have sparked Sterling attack: Rose,Raheem Sterling's altercation with England team-mate Joe Gomez could have been sparked by a delayed reaction to the hatred aimed at the striker by Liverpool fans in their Premier League clash last Sunday said Danny Rose. Sterling -- who has been a target for Liverpool fans since his leaving for Manchester City in 2015 for £49 million ($63 million -- has been dropped for Thursday's Euro 2020 qualifier with Montenegro by Gareth Southgate after...
9330,N9865,football,Saquon Barkley refusing to be shut down for season despite injuries,Barkley was held to a career-worst one yard on 13 carries in Sunday's loss to the New York Jets.
9331,N22803,baseball,Christian Yelich slams Yu Darvish after pitcher discussed at-bat vs. slugger,A pro-Chicago Cubs site insinuated that Christian Yelich was looking to the Brewers' bullpen in one instance to get some sort of signal while facing Cubs pitcher Yu Darvish.
9332,N38803,football,"When the going gets tough, the Bucs defense gets burned","TAMPA   Call them young. Call them intriguing. Just don't call them dependable. Say they have potential. Say they are emerging. Just don't say they are reliable. This is the sad circumstance of all the new faces on Tampa Bay's revamped defense. Every time you think they are turning a corner, you realize they are merely going in circles. They play well for a series, a quarter, a half, but ..."
9333,N14469,football,Bears LB Nick Kwiatkoski steps up in place of injured LB Danny Trevathan,"When Bears linebacker Danny Trevathan suffered a gruesome elbow injury, backup Nick Kwiatkoski rose to the occasion in his place in Chicago's 20-13 victory over the Lions. Trevathan left the game in the first quarter after his arm bent the wrong way as he attempted to sack Lions quarterback Jeff Driskel. Trevathan immediately left the field, knowing that something was wrong. While Bears coach Matt Nagy didn't offer an update on Trevathan's..."
9334,N64227,football,Do some couch scouting for Dolphins draft: Here are top prospects to watch this weekend,"With the Miami Dolphins rebuilding and holding three 2020 first-round picks in the NFL draft, it is never too early to watch some of the top prospects across the college landscape. Week 12 of the college football season offers a few great opportunities to view some of these players in action against some of the best teams in the nation. Here's a look at a few top players you can watch in South ..."
9335,N22516,basketball,"UConn women's basketball vs. Vanderbilt: time, how to watch, broadcasters, preview","After a somewhat uninspiring start to the season on Sunday, No. 4 UConn (1-0) heads on its first road trip of the season, where it will face Vanderbilt (2-0) Wednesday evening in Crystal Dangerfield's homecoming game. Vanderbilt is also the former home of UConn assistant coach Jasmine Lister, who was a four-year starter for the Commodores from 2010-14. Vanderbilt, which was picked to finish ..."
9336,N26600,football,Ezekiel Elliott was better in 2018 with Xavier Su'a-Filo at left guard over Connor Williams,Perhaps a change at left guard is just what Ezekiel Elliott needs.
9337,N57250,basketball,Harden bristles at notion of utilizing load management,The controversy surrounding load management is perhaps the biggest talker early this NBA season.
9338,N2648,basketball,Wapahani girls basketball eyeing run at first sectional title since 1998-99 season,"It's been about two decades since Wapahani's girls basketball team won a sectional title. This year, the Raiders are looking to end that streak."
9339,N32234,baseball,"DJ LeMahieu had a great year, but he was never going to be the AL MVP",There's a fundamental flaw in believing DJ LeMahieu was an MVP candidate.
9340,N45772,football,Pat Does That: Does Pat Gallen Have What It Takes To Be A Punter Or Punt Returner?,It's an art few people are able to master -- the art of punting a football.
9341,N59464,baseball,"Yankees see pair of rivals with 'key' roles in Astros' sign-stealing scandal | Red Sox's Alex Cora, Mets' Carlos Beltran face some tough questions","Alex Cora and Carlos Beltran were teammates on the New York Mets in 2009 and reunited in 2017 with the Houston Astros. Both ex-players, now big-league managers, could find themselves answering some tough questions following The Athletic's bombshell report about Houston using electronic equipment to steal signs while on their way to the World Series. Cora left Houston following the 2017 season ..."
9342,N55974,football,Arrowheadlines: Chiefs won't be able to outscore every opponent,"Chiefs headlines for Monday, November 11"
9343,N33580,misc,Seedy K's GameCap: Indiana State,Cards roll the Sycamores
9344,N56309,football,The Black Friday shopping guide for Eagles fans,
9345,N44121,basketball,Sixers coach Brett Brown wants Tobias Harris to shoot his way out of offensive slump,"ORLANDO   Brett Brown's message for Tobias Harris is simple. ""Keep shooting,"" the 76ers coach said Wednesday night of his struggling forward. ""Don't listen to any of you guys,"" Brown continued, addressing the media. ""Don't read anything. Keep shooting. Little harsh?"" While Brown might have joked about the harsh part, he was serious about wanting Harris to continue shooting. He encourages the ..."
9346,N53885,golf,A new device to make your pre-round stretching more efficient,Get yourself ready to play and help prevent injury with The Most Important Stretch in Golf
9347,N39424,football,Penn State football vs. Indiana: Is ground game ready to roll like never before?,Journey Brown and Noah Cain appear ready to push the Nittany Lions' running game to a new level.
9348,N40550,baseball,"Astros Crawfish Boil: November 13th, 2019",Start your morning with some of the best Astros links around
9349,N57701,hockey,Slap Shots: Flyers vs Captials,Every game is 70+ minutes long now.
9350,N2740,baseball,Brayan Pena announced as Whitecaps new manager,"GRAND RAPIDS, Mich. -- After two seasons with the West Michigan Whitecaps, Lance Parrish will be headed to Detroit. The former Whitecaps manager has taken on the role of special assistant to the executive vice president, baseball operations and general manager, the organization announced Tuesday. Taking his place in the Whitecaps dugout is Brayan Pena, a former catcher for the Tigers and other Major League teams for 12 seasons. Before his two..."
9351,N31943,racing,Penske's purchase: What a great thing for motorsports,Joey Logano reacts to team owner Roger Penske taking over Indianapolis Motor Speedway and what it could mean to the sport.
9352,N40482,football,Police officer wraps up last day at Don Antonio Lugo High School in Chino on a high note: VIDEO,
9353,N20062,misc,Atlanta United Report Cards: Pity Martinez,"The former River Plate star came to Atlanta United with big credentials and bigger expectations. How did he do in 2019, and what should we expect in 2020?"
9354,N61180,basketball,Texan Live's high school football playoff broadcast schedule,"Texan Live will be broadcasting high school football playoff games as the bi-district round opens Thursday night. ON HOUSTONCHRONICLE.COM: Sizing up Greater Houston in the state football playoffs Visit the site here for all of this season's broadcasts. Thursday's games Mayde Creek vs. Fort Bend Bush, 6:30 p.m. Tompkins vs. Fort Bend Travis, 7 p.m. Cy Creek vs. Westside, 7 p.m. La Marque vs. La Grange, 7 p.m. Huntington vs. West Orange-Stark, 7..."
9355,N15466,football,Chiefs to head to Mexico despite murder of American family there,"KANSAS CITY, MO (KCTV) -- We are 10 days out from the Chiefs' international game in Mexico City. However, with the recent murder of an American family in Mexico in mind, we had to wonder if anyone is having second thoughts about going there and whether they should? David Dang, a Chiefs fan, visits Mexico a lot. ""I've been there many, many, many times,"" he said. ""This is my sixth trip."" He's learned that it's all about where you go in Mexico. His..."
9356,N55591,football,Madison grounds out second straight 27-6A title,"Quick Take: Madison scored on its first four possessions of the second half to pull away and clinch its second straight District 27-6A championship in a 49-34 victory over Johnson Friday at Heroes Stadium. Running back Darien Gill and quarterback Michael Garza led a huge rushing attack that piled up 478 yards on 51 carries. Gill, Garza and running back Gabriel Green each rushed for two scores. ""We wanted to run that football,"" Madison coach..."
9357,N33944,fighting,Former Bellator finalist convicted of conspiracy to commit murder,The former MMA fighter will be sentenced in December.
9358,N62174,football,Buffaloes roam to first district title in 13 years,"Clemens quarterback Max DiDomenico stood about 5 yards behind center in victory formation, the clock behind him slowly ticking down. DiDomencio had been in this situation before, but considering the stakes and the opponent, the image is one that will last a lifetime. No. 3 Clemens flexed its muscles in all phases and topped No. 1 Judson 34-30 on Friday for the District 26-6A title at Lehnhoff Stadium. The Buffaloes (9-1, 7-0) locked up their..."
9359,N17338,misc,Metro Detroit football picks for region finals: Picking every area game,"As we enter the twilight of the high school football season, there are still many games to pick involving Metro Detroit area teams in the region championships. Last week, I was able to go 17-6 with my picks, giving me an overall record of 124-62 for the season so far. It's nice knowing that I have twice as many correct picks as incorrect ones, especially with how poor my picks were to begin ..."
9360,N56450,baseball,Hitting coach Chili Davis looking for multi-year contract from Mets,"The Mets hired Davis prior to last season, and the results were pretty good in his first year with the club."
9361,N30013,football,"Hendrickson forces five turnovers, Demps rushes for 121 yards in win over McNeil","ROUND ROCK -- The Hendrickson Hawks made the most out of what may be their last game in Class 6A before the next round of UIL realignment. Junior Jasiya Demps rushed for 121 yards and a touchdown on 17 carries while Hendrickson's defense forced five turnovers to help the Hawks rein in the McNeil Mavericks 35-14 at Dragon Stadium on Friday in the season finale for both teams. Hawk (4-6, 3-5 ..."
9362,N21363,football,"Floyd Central wins sectional title, Jeffersonville and Providence savor underdog seasons","After beating Jeffersonville in the sectional finals, Floyd Central advances to the regional round for the first time in 10 years."
9363,N28231,football,FanPulse: Bye week blues   New York Giants fans say goodbye to their confidence,
9364,N27592,football,Adam Gase: Receiving Support From Johnson Was 'Important',"While Jets' fans have called for head coach Adam Gase to be fired less than a full-season into his New York tenure, team owner Christopher Johnson made it clear Wednesday, the team has no plans of making a rash decision like that. Gase spoke to reporters during his Thursday press conference and acknowledged he appreciates the support from Johnson. ""It has not gone the way obviously we wanted. We got a lot of games left. Our job's to improve this..."
9365,N64201,misc,"Maryland volleyball drops matches to No. 6 Minnesota, No. 4 Wisconsin","It was a rough weekend for the Terps, who have now lost 15 straight sets after two-straight set losses at home."
9366,N44031,baseball,Indians going patchless in 2020,"The ugly guitar patch is gone for good, at least"
9367,N41057,baseball,"St. Louis native, Cardinal killer Ryan Howard dishes on career, St. Louis Sports Hall of Fame induction","You knew when Ryan Howard was in the building. Not just because of his 6-4, 250 pound frame, but because of the sonic boom he made with his bat. That sonic boom was never louder than it was in his hometown of St. Louis. The former Lafayette Lancer terrorized his hometown team over his career. We caught up with the big slugger this week while he was back in town getting inducted into the St. Louis Sports Hall of Fame. It's one thing to say Ryan..."
9368,N28896,basketball,Rehabbing reserve Shake Milton progressing well for Sixers,DENVER -- Shake Milton is ready to get back on the court. The 76ers' reserve combo guard has looked good in his rehab for a left knee sprain and bone bruise. Tonight's matchup against the Denver Nuggets at the Pepsi Center will mark the fifth game he's missed since injuring the knee Oct. 28 at Atlanta. Milton will be evaluated this weekend before Sunday's game against the Charlotte Hornets at ...
9369,N41362,outdoors,Meet Underwater Photographer Nicholas Samaras,"Get to know the first-place winner for Macro photography in Scuba Diving's 2019 Photo Contest. Nicholas Samaras Courtesy Nicholas Samaras 1st Place Winner, Macro Nicholas Samaras, Stratoni, Greece Age: 44 How long have you been a shooter: Twelve years professionally, and exclusively underwater How long diving: Since 1998 Day Job: My passion became my profession Favorite camera: I'm a fan of Canon. I use the EOS 5D line because it is a very..."
9370,N39379,football,Eagles vs. Patriots Game Preview: Five questions and answers with the enemy,Previewing the Eagles' Week 11 matchup.
9371,N58552,baseball,Hall of Fame catcher Mike Piazza agrees to manage Team Italy,"Baseball Hall of Fame catcher Mike Piazza, a 12-time All-Star, will manage Italian national baseball team for its upcoming international tournaments."
9372,N20185,football,Clemson looking for 26th straight win against Wake Forest,"Wake Forest (7-2, 3-2 ACC) at No. 3 Clemson (10-0, 7-0, No. 3 CFP), Saturday at 3:30 p.m. EST (ABC). Line: Penn State by 34 1/2. Series record: Clemson leads 66-17-1. WHAT'S AT STAKE? Clemson is looking to make the College Football Playoff for a fifth straight season   and that would vanish with a slip-up against Wake Forest. The Demon Deacons had hoped this game would be a showdown for the ACC Atlantic crown, but that fell away last week with..."
9373,N37480,football,"No, referee did not get Geno Smith's coin toss call wrong","It might sound like Smith said ""tails"" if that's what you're listening for, but both the referee and Richard Sherman were standing right next to him."
9374,N54661,baseball,"Astros Crawfish Boil: November 7th, 2019",Start your morning with some of the best Astros links around
9375,N247,basketball,Texas A&M guard Starks suspended indefinitely after arrest,"Guard TJ Starks has been suspended indefinitely for a violation of team rules, Texas A&M announced."
9376,N36117,football,Pete Carroll: Tyler Lockett 'should be OK' after leg injury hospitalized him,"Lockett suffered a contusion that Carroll described after the game as ""pretty severe,"" so the positive update is obviously a relief."
9377,N28713,misc,"Southern Lehigh football, led by Asher Smith, runs its way to first District 11 title","It was 33 degrees at 10 o'clock Friday night at Allentown's J. Birney Crum Stadium and the Southern Lehigh fans were in no hurry to go home. When you've waited as long as the Spartans community has for a District 11 championship in football, near-freezing temperatures and the lateness of the night hardly matter. Southern Lehigh celebrated its first district gold with a 52-35 win over ..."
9378,N51024,baseball,Yu Darvish sends hilarious tweet about Astros cheating scandal,"Darvish is extremely entertaining on social media, which we were reminded of when he took a swipe at Justin Verlander during the playoffs this year."
9379,N15519,golf,Hatton moves to No. 30 in world following Turkey playoff win,Tyrrell Hatton's playoff win in Turkey moved him up to No. 30 in the world and secured a Masters invite.
9380,N24822,tennis,Barty bagels Garcia as Australia level Fed Cup final,Barty bagels Garcia as Australia level Fed Cup final
9381,N50229,football,"Alex Guerrero on GHS discusses Tom Brady playing perhaps longer than 45, relationship with Bill Belichick","Tom Brady's personal trainer, Alex Guerrero, joined The Greg Hill Show in studio Thursday morning as part of Christian Fauria's ""25 for 25k"" event to raise money for the American Diabetes Association. Guerrero hit on a number of different topics, including his relationship with Bill Belichick and also how long Brady actually plans on playing. Brady has always said his goal is 45, but Guerrero hinted that maybe he would like to even go a little..."
9382,N50865,football,Veterans Day LA: Angelenos honor Southern Californians who have served,
9383,N54881,football,Which quarterback are Bears targeting in latest 2020 NFL mock draft?,"Lorenzo's Locks: These are the safest bets for Week 11 SportsPulse: Deshaun Watson and Lamar Jackson is guaranteed to produce fireworks and according to Lorenzo that makes it a safe bet. Here are his top bets for Week 11. 1 Copyright 2019 USA TODAY The Chicago Bears will be looking to improve the quarterback position in 2020, and the NFL Draft would be a good place to start. While you could argue the Bears are in win-now mode and can't afford to..."
9384,N18307,basketball,NBA power rankings: Sixers drop almost out of Top 10; Boston Celtics move to No. 1,"After a rough week on the road, the 76ers have dropped out of the top spot and almost out of the Top 10 in Week 2 of The Inquirer's NBA power rankings. The Sixers are 10th after a 1-3 week, with the three losses at Phoenix, Utah and Denver by a combined 10 points. The Boston Celtics, who haven't lost since an opening 107-93 defeat to the Sixers, have moved to the top spot. How the C's fare ..."
9385,N43075,baseball,Resolution to Domingo German's domestic violence case could be resolved 'in weeks',"Domingo German will likely hear the results from MLB's investigation into his violation of the league's domestic violence policy in the coming weeks, which could determine his future with the Yankees."
9386,N19895,football,First phase of Superdome renovations up for a vote today,
9387,N3295,football,Pitt's next test is a Thursday night matchup with North Carolina,
9388,N23521,basketball,"Rummel, Lakeshore, St. James, and West St. John grab 1-seeds in LHSAA football playoffs",
9389,N28919,football,Broncos are surprisingly tough opponent after a Bye Week,"Despite multiple 10-loss seasons in recent years, the Denver Broncos win more often than not after their Bye Week."
9390,N6423,football,Calais Campbell believes Nick Foles would be competing for league MVP if he didn't get hurt,Calais Campbell believes Nick Foles would be in the discussion for league MVP had he not broken his collarbone in Week 1.
9391,N53683,football,"Palm Beach County high school sports schedule, Nov. 11-16","To report scores and statistics from high school games, call 561-820-4440 or email pbsports@pbpost.com FOOTBALL Regional Semifinals 11/15 8A Deerfield Beach at Palm Beach Central, 7:30 p.m. 7A Venice at Palm Beach Lakes, 7 p.m. Atlantic at Hollywood-MacArthur, 7:30 p.m. 4A Tampa Catholic at American Heritage, 7:30 p.m. 3A Benjamin at Fort Myers-Bishop Verot, 7:30 p.m. 1A Hawthorne at Pahokee, ..."
9392,N42423,basketball,GCU basketball hangs with Illinois before falling late,Grand Canyon basketball was within four points of Illinois with 4:12 remaining Friday before the Illini pulled away to win 83-71.
9393,N60658,golf,Players don masks as toxic smog delays Asian Tour event,"Some players opted to wear anti-pollution masks at the Asian Tour's Panasonic Open, where toxic smog delayed opening-round play."
9394,N26036,football,Week 10: Colts Defense by the Numbers,
9395,N46159,basketball,"Nets part ways with David Levy, name Oliver Weisberg interim CEO",
9396,N25894,football,Chiefs Wire forum: Mahomes is back! Discuss it here,
9397,N55696,football,What To Watch For: Miami Hurricanes,
9398,N17947,hockey,The Noon Number: Gimme Five,A look at how the goals are widespread and numerous
9399,N35548,misc,"Drag racer Mike Coughlin collects third championship, this time in Top Dragster","Note: The NHRA National will make it's annual stop at the New England Dragway in Epping, NH on the July 4 Weekend 2020 ? http://2widkw1cfpzm1q51qr2gqei7.wpengine.netdna-cdn.com/tracktalk/wp-content/uploads/sites/257/2019/05/Jegs-1-300x86.jpg 300w, http://2widkw1cfpzm1q51qr2gqei7.wpengine.netdna-cdn.com/tracktalk/wp-content/uploads/sites/257/2019/05/Jegs-1-768x219.jpg 768w, ..."
9400,N43853,football,Bears add two to their practice squad,The Bears have made a couple practice squad moves the last couple days...
9401,N50440,golf,Rain pushes opening round of Mayakoba Classic to Friday,"PLAYA DEL CARMEN, Mexico (AP) Heavy rain has washed out the opening round of the Mayakoba Golf Classic until Friday."
9402,N32859,football,"Greenwood father, sons replace burned US flag days before Veterans Day","GREENWOOD, MO (KCTV) -- Waving flags at Freedom Park in Greenwood are fitting on this Veterans Day, but it almost didn't happen this year. Someone burned a US flag displayed at the park. The police department and mayor shared photos of the vandalism. ""The pole was intact but had some burn marks on it. It was pretty much destroyed,"" said Shawn Lueck who replaced the vandalized flag. Tiny shreds of the flag were found next to the burned pole. That..."
9403,N22139,hockey,"PensBurgh Podcast: With Crosby down, how will the team fare moving forward?",Garrett and Hooks are back to talk about even more injuries as well as the slumping Alex Galchenyuk.
9404,N1945,football,Cincinnati Bengals clear WR John Ross to return to practice,The Cincinnati Bengals announced Wednesday that wide receiver John Ross was designated to return.
9405,N25818,baseball,"Orioles 2020 home schedule will include 6:35 weeknight games in April, May, September","The Orioles are trying new things to get fans to the ballpark. For 2020, one of them will be earlier start times before and after summer."
9406,N37007,golf,"Spieth, Stenson added to Hero World Challenge field",Tournament host Tiger Woods has added Jordan Spieth and Henrik Stenson to the 18-man field at next month's Hero World Challenge.
9407,N17361,misc,Four takeaways from No. 4 Maryland women's basketball's 63-54 loss to No. 8 South Carolina,The Terrapins struggled in multiple facets of the game.
9408,N39625,football,"Currents: Michelle Schroeder, backpacking instructor and guide","Today: Michelle Schroeder, who owns and operates Backpack the Trails LLC. She guides and mentors first-time backpackers, and also helps plan longer hikes for more experienced backpackers. ""I want to get people out there. I want to empower them,"" she said. Schroeder has three presentations at Midwest Mountaineering's fall expo Nov. 22-24 in Minneapolis. Reading I just finished ""Deep Survival: ..."
9409,N35806,football,NFL to make a change after Bucs' long stretch away from home?,Head coach Bruce Arians said he was told that a stretch like the one his team just had won't happen again.
9410,N56799,football,Fantasy Football Rankings: Top Five Defenses To Start In Week 11 Of Season,https://www.dailymotion.com/embed/video/x nyhks Fantasy defenses officially are crapshoot. The New England Patriots still are a juggernaut but after a lackluster performance against the Baltimore Ravens would anybody be surprised if Bill
9411,N46516,misc,Principal for the Day at Monroe High School,
