,news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
291,N4568,misc,Cassius Winston plays for Michigan State less than a day after brother's death,"EAST LANSING -- Less than 24 hours after the death of his younger brother, Cassius Winston is in uniform and playing for Michigan State. Winston suited up and started for Michigan State for its 7 p.m. Sunday night game against Binghamton at the Breslin Center. He did so less than a day after Zachary Winston was struck and killed by a train in Albion. Police said that Zachary, a sophomore ...","Cassius Winston plays for Michigan State less than a day after brother's death EAST LANSING -- Less than 24 hours after the death of his younger brother, Cassius Winston is in uniform and playing for Michigan State. Winston suited up and started for Michigan State for its 7 p.m. Sunday night game against Binghamton at the Breslin Center. He did so less than a day after Zachary Winston was struck and killed by a train in Albion. Police said that Zachary, a sophomore ...","[-0.10458033494747873, -0.06238562275401328, -0.11854352451932448, -0.037282474289644006, -0.11953795596937908, 0.04335943674354262, -0.07332219057295834, 0.0006135042208697372, 0.05270009158098508, -0.0016759343745081409]","[-0.052799466997385025, 0.07424356043338776, -0.22997762262821198, -0.06691838800907135, 0.18072636425495148, 0.09280095994472504, -0.1077447161078453, 0.0019543650560081005, -0.1917203962802887, 0.11352323740720749]","[-0.17843733135973092, 0.09217413073439046, 0.24198498483106964, 0.15458791361780716, -0.14435367443646252, 0.00413879510882875, -0.04227497476972342, 0.03853226957179287, 0.07592822150184188, 0.026345391215358244]"
292,N3523,hockey,Wednesday Night Hockey: Kuznetsov's season back on track after suspension,Coverage of Flyers-Capitals begins at 6:30 p.m. ET on NBCSN and the NBC Sports app.,Wednesday Night Hockey: Kuznetsov's season back on track after suspension Coverage of Flyers-Capitals begins at 6:30 p.m. ET on NBCSN and the NBC Sports app.,"[-0.0644102670639593, 0.008938953426383333, -0.0507102331711215, -0.05201928076829442, -0.005067794626162322, 0.0392188698638897, -0.03418097660801111, 0.034716813687148455, 0.00030796295323752733, 0.03583455461434316]","[0.16521015763282776, 0.04382917284965515, 0.13274294137954712, 0.045564547181129456, 0.11981362849473953, 0.08681876212358475, -0.229323148727417, 0.016865674406290054, -0.3046429753303528, 0.09806403517723083]","[-0.1010595451697292, -0.034833342590354366, -0.11393143127025086, 0.012236644869454128, -0.18509094626709194, -0.1415822794858788, 0.039563210466495226, 0.061692815898823576, 0.004054525892823068, 0.046140519965100296]"
293,N61521,baseball,2019 Atlanta Braves Season in Review: Touki Toussaint,"Touki Toussaint seemed to take a step in 2019, struggling with both the Atlanta Braves and Gwinnett Stripers.","2019 Atlanta Braves Season in Review: Touki Toussaint Touki Toussaint seemed to take a step in 2019, struggling with both the Atlanta Braves and Gwinnett Stripers.","[-0.03973191085877709, 0.05703789781059245, 0.10099902905074508, -0.044654325376586784, 0.09500112948734668, 0.04400055355723838, -0.027850694711416032, -0.015545355876526801, -0.06989909746188061, 0.05894543912369185]","[0.08590137213468552, -0.14010605216026306, -0.003057232592254877, 0.13576993346214294, -0.08879199624061584, 0.10078068822622299, 0.2199813425540924, -0.05226350203156471, -0.060549624264240265, -0.1322687417268753]","[-0.04643899411092032, 0.13813709981699798, -0.06212117170716316, -0.00783081262786658, 0.07206868324538368, -0.06711533482637994, 0.01928693280478896, 0.05813894595492865, 0.15312052162289355, -0.212900822402349]"
294,N5242,football,Akron Zoo mourns passing of 18-year-old jaguar after battling breast cancer,"AKRON, Ohio (WJW)  The Akron Zoo is mourning the death of its female jaguar. The zoo said it made the decision to euthanize Naom because her health recently declined and she was dealing with complications from cancer. The jaguar was diagnosed with mammary cancer in August when her care team noticed a mass on her abdomen. According to the Akron Zoo, surgery was not in her best interest because ...","Akron Zoo mourns passing of 18-year-old jaguar after battling breast cancer AKRON, Ohio (WJW)  The Akron Zoo is mourning the death of its female jaguar. The zoo said it made the decision to euthanize Naom because her health recently declined and she was dealing with complications from cancer. The jaguar was diagnosed with mammary cancer in August when her care team noticed a mass on her abdomen. According to the Akron Zoo, surgery was not in her best interest because ...","[-0.03893529886997108, 0.03693798566539336, -0.0229218219774235, -0.018756920134094583, 0.032181404328165936, -0.02729794288179993, 0.01114599475199493, -0.03188180541458157, -0.029811020357245886, 0.016715555761068413]","[0.08361924439668655, -0.020790206268429756, -0.09174830466508865, 0.11978141218423843, 0.026796530932188034, -0.030636487528681755, -0.18563950061798096, -0.1575886756181717, 0.03117772564291954, -0.15983252227306366]","[0.07039503198268883, 0.14088253316472096, 0.1982947558491353, -0.1534413968450634, -0.1496021861737022, 0.02982458877326196, 0.15822278869565062, -0.1250985520040532, -0.003873715664469752, -0.0999711175152794]"
295,N25026,soccer,Vlatko Andonovski is the most common sense hire possible for the USWNT,"Vlatko Andonovski will keep everything you loved about Jill Ellis, and add a dash of tactical sophistication.","Vlatko Andonovski is the most common sense hire possible for the USWNT Vlatko Andonovski will keep everything you loved about Jill Ellis, and add a dash of tactical sophistication.","[-0.0490379543273772, 0.015371106532400996, 0.0028439696397587534, 0.0068488465639043065, 0.020456943806940384, -0.023699703013839543, 0.03606420102624268, -0.024066102315811574, -0.046765069918299096, -0.017756415806723803]","[0.13502873480319977, -0.24452830851078033, -0.05651896446943283, 0.030504846945405006, -0.08538083732128143, -0.09299376606941223, -0.052102863788604736, 0.1553417146205902, -0.0688636377453804, -0.22842907905578613]","[-0.024710890345794385, 0.20918009007080587, -0.0846239970174196, 0.02268577396369965, 0.25174041617516607, 0.12290294612879465, 0.029292262496046877, 0.004899659760856659, -0.033334490385159864, 0.12340490824831732]"
296,N17097,football,ACC Power Rankings: Week 8,COASTAL CHAOS,ACC Power Rankings: Week 8 COASTAL CHAOS,"[0.3515047104707558, -0.17946947361407273, 0.24190777490947504, -0.22501375974229973, 0.0007232400428486417, -0.049765056166987426, -0.021574733381747844, -0.06239940648393288, -0.04290215115856795, 0.056781046644252216]","[0.04231416806578636, 0.3576519191265106, -0.22621507942676544, 0.06246693804860115, -0.21643568575382233, 0.0660925954580307, -0.08551842719316483, -0.02904326096177101, 0.06413459777832031, -0.036637965589761734]","[-0.1573963087222194, -0.2151307188654038, 0.009272516766505963, -0.016299047333924038, 0.1744497540674723, 0.04160921878191057, 0.09686598949419455, -0.05303146503510923, 0.006396011486010262, -0.06493162862823161]"
297,N1905,basketball,"Nets withstand Ingram's big game, hold off Pelicans 135-125","NEW YORK (AP)   Kyrie Irving had 39 points and nine assists, and the Brooklyn Nets withstood Brandon Ingram's career-high 40 points to beat the New Orleans Pelicans 135-125 on Monday night. The Nets had 67 points at halftime and a 20-point lead in the third quarter, but could never get comfortable until the final minute as Ingram kept coming at them. He shot 17 for 24 from the field in his first 40-point game and the Pelicans scored a...","Nets withstand Ingram's big game, hold off Pelicans 135-125 NEW YORK (AP)   Kyrie Irving had 39 points and nine assists, and the Brooklyn Nets withstood Brandon Ingram's career-high 40 points to beat the New Orleans Pelicans 135-125 on Monday night. The Nets had 67 points at halftime and a 20-point lead in the third quarter, but could never get comfortable until the final minute as Ingram kept coming at them. He shot 17 for 24 from the field in his first 40-point game and the Pelicans scored a...","[-0.05478118818626881, 0.001595224604223165, -0.03307646472663044, 0.04918605407305786, -0.21361460045038697, 0.0957244027321035, -0.05919803578364475, 0.023400744393312307, 0.0866199087994562, -0.06900014389363894]","[0.20213951170444489, 0.10370232164859772, 0.2625850737094879, -0.3809541165828705, 0.19043008983135223, 0.0311198178678751, 0.10590523481369019, -0.04190314933657646, -0.023350952193140984, 0.04089648649096489]","[-0.1555849240764949, -0.0029634429061941767, -0.05177877757949875, 0.2216845892484467, -0.26439583535382405, -0.04724498580605485, -0.12552646995504213, -0.03436614482933406, 0.0843830177156578, -0.14438440694764373]"
298,N60091,basketball,Heat suspend Dion Waiters for season opener over conduct,"Shooting guard Dion Waiters has been suspended by the Miami Heat for their season opener against Memphis on Wednesday night for what was described as ""conduct detrimental to the team."" ""There were a number of unacceptable incidents this week, culminating with his unprofessional conduct on the bench last night,"" Heat President Pat Riley said in a statement Saturday night. ""As a consequence, I feel we had to suspend him."" Waiters got...","Heat suspend Dion Waiters for season opener over conduct Shooting guard Dion Waiters has been suspended by the Miami Heat for their season opener against Memphis on Wednesday night for what was described as ""conduct detrimental to the team."" ""There were a number of unacceptable incidents this week, culminating with his unprofessional conduct on the bench last night,"" Heat President Pat Riley said in a statement Saturday night. ""As a consequence, I feel we had to suspend him."" Waiters got...","[-0.04106415739314245, -0.019490343915656315, -0.047348010822944195, -0.04931071680268708, -0.03704842487912278, 0.05389789891240528, -0.10401517254890576, 0.02974854725269623, 0.04264348029411799, 0.0455632171986651]","[0.1421293467283249, -0.2045380175113678, 0.04435994476079941, -0.3110145330429077, 0.2062058001756668, 0.10200712829828262, -0.1408853381872177, -0.09899485856294632, 0.03359430655837059, -0.032499611377716064]","[-0.006140333649970472, 0.20299804198591512, 0.06651762868669531, 0.32053089803792156, -0.29065286138418595, -0.11184039466539743, 0.15278152130955588, -0.017471583005544526, -0.062101576472514956, -0.008823885156261299]"
299,N28054,misc,The Marquee Sports Network has acquired carriage on AT&T systems,It's the first step for viewers to be able to see Cubs games in 2020.,The Marquee Sports Network has acquired carriage on AT&T systems It's the first step for viewers to be able to see Cubs games in 2020.,"[-0.02893244411823916, 0.05597156135924078, -0.00010409263387417028, -0.03524151456597492, 0.03125700402828685, -0.03261253599762365, -0.042436468155893366, -0.062232009279714305, -0.06789424915204204, 0.06723939614319228]","[0.18322530388832092, -0.06970854103565216, 0.06468866020441055, 0.13553696870803833, -0.0880405530333519, 0.21401023864746094, -0.07665947824716568, -0.16599704325199127, 0.02097378298640251, -0.006798269227147102]","[-0.06784312477673642, 0.14232962533183732, -0.13217367037164277, -0.04214696842462895, 0.13571514033275428, -0.06751912561315886, 0.044745489844603054, -0.11221164599959114, 0.10910420027460715, -0.009097038582015368]"
300,N56152,football,Alabama student arrested for allegedly making threat against LSU stadium,"A freshman at the University of Alabama decided to jump into the Tide's rivalry against LSU a little too aggressively, and he could be facing serious legal trouble as a result.","Alabama student arrested for allegedly making threat against LSU stadium A freshman at the University of Alabama decided to jump into the Tide's rivalry against LSU a little too aggressively, and he could be facing serious legal trouble as a result.","[-0.04135912579861903, 0.02992570984090947, -0.04473734600026684, -0.034983495370433916, 0.0013064229600953754, -0.053141162119122454, 0.00767551184606714, -0.018898309007770914, -0.025875284142530156, -0.008136059637265273]","[0.12039414793252945, -0.030529525130987167, -0.2953394055366516, 0.045122936367988586, 0.11189807951450348, -0.06615272164344788, -0.08862996101379395, -0.2618182897567749, 0.2247072160243988, 0.012819815427064896]","[-0.09744749799489501, 0.08541046322447327, 0.27778566123453163, -0.08926187152826599, -0.08985402290541171, 0.16252431972393666, -0.023156416133637326, -0.210190735087971, -0.038310874760341174, 0.03945565320934954]"
301,N63099,football,What looks like the Broncos' biggest 2020 needs after 10 weeks?,Checking in after the bye. What is the biggest need for the Denver Broncos are ten weeks?,What looks like the Broncos' biggest 2020 needs after 10 weeks? Checking in after the bye. What is the biggest need for the Denver Broncos are ten weeks?,"[0.004365980365431512, -0.0024205081672333244, -0.04218133728688231, -0.03699220070032788, 0.09051409670385636, -0.007573770174937271, 0.040754965827775824, -0.09476667557909609, -0.03817538254018214, 0.045054201195866686]","[-0.3114436864852905, -0.06516733765602112, -0.055552054196596146, -0.03566035255789757, -0.21003296971321106, 0.23164384067058563, 0.1233896017074585, 0.09505895525217056, -0.059705886989831924, -0.137832909822464]","[0.19607568617955642, -0.24472255642704455, -0.05032216020670399, 0.08066322507843789, 0.11427370014025158, -0.0002274472446631768, 0.17525064939747712, 0.06583119040604175, -0.03936593481851719, -0.009441019688568862]"
302,N20318,football,A look at how the Arizona Cardinals have improved and where they still need help,Taking a look at what's worked and what hasn't for the Cardinals this season.,A look at how the Arizona Cardinals have improved and where they still need help Taking a look at what's worked and what hasn't for the Cardinals this season.,"[-0.03555907853676881, 0.013365606761199937, -0.02637640731646752, -0.04966811606792845, 0.029193302270731344, -0.01570504726257986, -0.04784948050407189, -0.06513938316502368, 0.017322004081572365, 0.010678331321713091]","[-0.08659782260656357, 0.11671755462884903, 0.13388994336128235, 0.09153512120246887, -0.37574926018714905, 0.005785390734672546, 0.1014675721526146, 0.01667807437479496, -0.11313316971063614, -0.14698897302150726]","[0.08603548558779063, -0.22715408653435173, -0.1683525395528664, 0.052650479528801974, 0.20185025733413026, 0.012978130093016294, 0.1233332249425067, 0.11706315530274192, 0.04759411535406927, -0.0820637707831307]"
303,N17384,baseball,Here's why the Cubs are likely choosing David Ross as their new manager,All the signs point Ross' way.,Here's why the Cubs are likely choosing David Ross as their new manager All the signs point Ross' way.,"[-0.035937609892410204, 0.09839297606748496, 0.02533006516433121, -0.02054327593603076, -0.027061053275557866, -0.05117158181419661, -0.003142770086500903, 0.010880565513495552, -0.028518693001194178, 0.06129782283843578]","[0.12247855216264725, -0.3979765474796295, 0.07621992379426956, 0.1892603039741516, -0.2751167416572571, 0.05756164714694023, 0.14593181014060974, 0.03668217360973358, -0.10690268129110336, -0.027944449335336685]","[0.031181247929422562, 0.19513850325858215, -0.279867356707341, -0.01736264320281315, 0.26573452347081256, -0.014374513279987995, 0.14876098860273143, -0.0009478909274553428, 0.02976493249362153, 0.06824520391025499]"
304,N51461,soccer,Armada seeks to develop new stadium downtown,"The Jacksonville Armada is charting the next step in its long search for a permanent home. The soccer club is pursuing an agreement to purchase land from the city just north of the sports complex, to be used toward a future new stadium. The news was first reported by the Jacksonville Business Journal, based on materials from Tuesday's scheduled meeting of the Mayor's Budget Review Committee. ...","Armada seeks to develop new stadium downtown The Jacksonville Armada is charting the next step in its long search for a permanent home. The soccer club is pursuing an agreement to purchase land from the city just north of the sports complex, to be used toward a future new stadium. The news was first reported by the Jacksonville Business Journal, based on materials from Tuesday's scheduled meeting of the Mayor's Budget Review Committee. ...","[-0.01614037003599501, 0.11006542354476084, -0.014940632636847, -0.01640198109474523, -0.017453076851968043, -0.011986836928336348, -0.039951662414271755, -0.028566710071900626, -0.019902199607644413, 0.02240371531080598]","[0.09582219272851944, -0.12425930798053741, -0.07895179092884064, 0.11794722825288773, -0.10441313683986664, -0.02747398056089878, -0.10649386793375015, -0.1856124848127365, 0.08228109776973724, -0.060560572892427444]","[0.041832387112797756, 0.1980632402861192, 0.06078314118687692, -0.19828707962575157, 0.07427396120844303, 0.056812917791925405, 0.15112064679260048, -0.07658471454638481, -0.04350871012471519, -0.05333905680007849]"
305,N3197,football,Phillip Dorsett Preaches Unselfishness After 'Surprise' Josh Gordon Decision,FOXBORO Mass. -- Like many in New England Phillip Dorsett didn't see Josh Gordon's surprising move to injured reserve coming. The Patriots placed Gordon their No. receiver on IR on,Phillip Dorsett Preaches Unselfishness After 'Surprise' Josh Gordon Decision FOXBORO Mass. -- Like many in New England Phillip Dorsett didn't see Josh Gordon's surprising move to injured reserve coming. The Patriots placed Gordon their No. receiver on IR on,"[0.08549671380362635, 0.2591433777611874, -0.0336050774995257, 0.006343997932038429, -0.029636031046176077, -0.046768475848027874, 0.013464010037840732, 0.062336508226725436, -0.0038570350535359135, 0.04158805097662966]","[-0.1692688763141632, -0.18927842378616333, -0.027561495080590248, 0.009775850921869278, 0.23591166734695435, -0.10675066709518433, 0.03810802102088928, 0.06623677909374237, 0.101948082447052, 0.04130503907799721]","[0.2829627841023257, 0.10413277587627172, 0.13663227853348767, 0.03775235729565969, -0.06381134751344887, 0.02089614218064079, -0.12585892275594668, 0.033606627575212426, 0.05937103485123321, -0.10455873463175842]"
306,N55248,football,Dallas-Fort Worth football teams undefeated through Week 8 of the 2019 season,"Here's a look at all the schools in DFW that are still undefeated through Week 8. If you don't see your school, please email us at bgosset@star-telegram.com. Allen Argyle Dallas Christian Decatur Denton Ryan DeSoto Duncanville Frisco Lone Star Gainesville Grandview Muenster Sacred Heart Nolan Catholic Pottsboro Southlake Carroll Sunnyvale","Dallas-Fort Worth football teams undefeated through Week 8 of the 2019 season Here's a look at all the schools in DFW that are still undefeated through Week 8. If you don't see your school, please email us at bgosset@star-telegram.com. Allen Argyle Dallas Christian Decatur Denton Ryan DeSoto Duncanville Frisco Lone Star Gainesville Grandview Muenster Sacred Heart Nolan Catholic Pottsboro Southlake Carroll Sunnyvale","[0.17518848273028426, -0.14131566672113977, 0.13112085591060482, -0.1833104372348314, -0.0025155934302025515, 0.0024202988333932533, -0.06480284292401385, -0.03097172136467521, 0.027011897068091657, 0.1342665255773601]","[-0.05034371092915535, 0.26325729489326477, -0.12746454775333405, 0.03421156853437424, -0.0002852615143638104, 0.10554321110248566, 0.1359539031982422, -0.06057632341980934, 0.09459711611270905, -0.04985477775335312]","[-0.15254917822923147, -0.23792212080818084, 0.13786941241770131, -0.11393161645717219, 0.11485441864511976, -0.047808674377536546, 0.09430644509439316, -0.08223742067412883, -0.08149604382783623, -0.02297476824676141]"
307,N51272,basketball,Milwaukee vs. Oklahoma City: Bucks Survive in OKC,It seemed like the Thunder made EVERY shot in the fourth.,Milwaukee vs. Oklahoma City: Bucks Survive in OKC It seemed like the Thunder made EVERY shot in the fourth.,"[-0.006005247623673908, -0.014220191467004662, -0.07070921913330089, 0.018996480413909864, 0.028116452726679987, 0.0453637624108276, 0.08142238073251265, -0.013332208240368116, -0.018840875567124587, 0.017615850461092642]","[0.27232956886291504, 0.2310158759355545, 0.30310043692588806, -0.3095332086086273, -0.01908157207071781, 0.0800308957695961, -0.046606265008449554, -0.014289923943579197, -0.014773981645703316, -0.027644801884889603]","[-0.23601464010908568, -0.12370567170040171, -0.21296658812296007, 0.17292287837541417, -0.21238754316681704, 0.07795094328872564, -0.011930145758537836, 0.014748521613461898, -0.0020309199178690468, -0.07454240092265442]"
308,N24321,football,Dwayne Haskins excited about possibility he'll start on Sunday,"Washington quarterback Case Keenum is still in the concussion protocol, which means rookie Dwayne Haskins took the first-team reps in practice on Wednesday and may start on Sunday at Buffalo. He says he welcomes the opportunity. ""I get hyped every day I get to put a helmet on,"" Haskins said, via the Washington Post. ""Even [more]","Dwayne Haskins excited about possibility he'll start on Sunday Washington quarterback Case Keenum is still in the concussion protocol, which means rookie Dwayne Haskins took the first-team reps in practice on Wednesday and may start on Sunday at Buffalo. He says he welcomes the opportunity. ""I get hyped every day I get to put a helmet on,"" Haskins said, via the Washington Post. ""Even [more]","[-0.004781034973534722, 0.0015656759083710085, -0.03984566417948502, 0.04104581378368852, 0.0394098999705414, 0.0009202245695464601, 0.021145693509528014, -0.031658941257277244, 0.06336301048003518, 0.04327765360511647]","[-0.2979493737220764, -0.02714092843234539, -0.024219311773777008, -0.09991301596164703, 0.2339850664138794, 0.12043946236371994, -0.06380593776702881, 0.02586136944591999, -0.20989564061164856, 0.0895858108997345]","[0.12333591969889525, -0.059222390933112656, 0.08189279427673195, 0.11677902312065228, 0.018403702052383234, -0.14236757568485006, -0.07088272412106467, 0.11327843623757877, 0.017376156359432855, 0.03365462535657831]"
309,N32927,baseball,CC Sabathia leaves possible last appearance with injury,"CC Sabathia was taken out of the game in the eighth inning of ALCS Game 4 after suffering an apparent shoulder injury throwing to Aldemys Diaz. He relieved struggling setup man Adam Ottavino and recorded two outs before being checked on by the team's training staff. If the injury is serious and the Astros, who are up 2-1, win the series, it may be Sabathia's last pitch in pinstripes. The lefty, who won 251 games over the course of his career...","CC Sabathia leaves possible last appearance with injury CC Sabathia was taken out of the game in the eighth inning of ALCS Game 4 after suffering an apparent shoulder injury throwing to Aldemys Diaz. He relieved struggling setup man Adam Ottavino and recorded two outs before being checked on by the team's training staff. If the injury is serious and the Astros, who are up 2-1, win the series, it may be Sabathia's last pitch in pinstripes. The lefty, who won 251 games over the course of his career...","[-0.05516457130035887, -0.020510551171096503, 0.10646608054461672, 0.24250672808367196, -0.042500095025055334, 0.0903769872931211, -0.0050646099989074544, -0.024353880606428877, 0.05792310468396659, 0.08061061872604781]","[0.11587230861186981, -0.27791234850883484, 0.10171686857938766, 0.19662070274353027, 0.08878054469823837, 0.35976654291152954, 0.20071685314178467, -0.20792867243289948, -0.11736458539962769, 0.2366798222064972]","[0.07480831261914674, 0.18733713244867728, -0.10600472034047685, -0.15301348030185902, -0.15630137176161013, -0.2085330818987134, -0.07673241544748256, -0.17282834669377325, 0.24718795928783993, 0.09300979538610128]"
310,N54776,football,Patrick Mahomes converted key third downs in first game back,Evaluating the reigning MVP's return performance against the Tennessee Titans.,Patrick Mahomes converted key third downs in first game back Evaluating the reigning MVP's return performance against the Tennessee Titans.,"[0.011688315494221868, -0.05098771273402643, -0.08262549147576485, 0.19529050090796482, 0.10133675887255551, 0.047105351150079, 0.03044806058396212, -0.15078757127990147, 0.2507608227631095, 0.07702020801110922]","[-0.24959836900234222, 0.08891591429710388, -0.018147464841604233, -0.046653203666210175, 0.21048881113529205, -0.12948083877563477, 0.2145289033651352, 0.2355271726846695, 0.04359260946512222, 0.04853680729866028]","[0.09417146916224059, -0.19678924595440891, -0.1113448361181538, 0.0348987255109038, 0.07966275725266782, -0.19836811965428738, -0.3108853660392955, 0.05507272210750723, 0.09180243117021142, 0.06209704620627673]"
311,N29192,football,Cowboys Week 11 Player Power Rankings: Can Amari break Dak's hold on top spot?,"The Dallas Cowboys offense is a riddle, wrapped in a mystery, inside an enigma. Dak Prescott and the passing game sit near or at the top of almost every statistical measure used to judge performance beyond the typical box score. And yet, they sit at 5-4, in a league where offense is clearly king and the passing game is method of rule. On one hand, this bodes well for the club to be able to normalize themselves down the stretch and earn a closing...","Cowboys Week 11 Player Power Rankings: Can Amari break Dak's hold on top spot? The Dallas Cowboys offense is a riddle, wrapped in a mystery, inside an enigma. Dak Prescott and the passing game sit near or at the top of almost every statistical measure used to judge performance beyond the typical box score. And yet, they sit at 5-4, in a league where offense is clearly king and the passing game is method of rule. On one hand, this bodes well for the club to be able to normalize themselves down the stretch and earn a closing...","[0.16314071684433898, -0.10102589413294542, 0.08232597257330444, -0.016531616682272272, -0.07747691078592743, 0.12117199195686887, 0.0397638202547645, -0.06625603219300542, -0.0556556244229912, -0.003919448316083622]","[-0.2861594557762146, 0.04526178538799286, 0.03788915276527405, -0.09244949370622635, -0.002734570065513253, 0.19795165956020355, 0.188043475151062, 0.25931140780448914, 0.16415786743164062, -0.11777707934379578]","[0.08000170582775853, -0.3360425061417536, -0.09560131484117193, 0.017066537847458128, 0.034607790656155435, -0.04145242234101286, 0.04248253859523853, 0.00045677769604525264, -0.11646791580564568, 0.011770219556543303]"
312,N25224,football,"Memphis' Mike Norvell focused on Houston, not coaching speculation",Reports have mentioned Mike Norvell as a candidate for vacancies at Florida State and Arkansas.,"Memphis' Mike Norvell focused on Houston, not coaching speculation Reports have mentioned Mike Norvell as a candidate for vacancies at Florida State and Arkansas.","[-0.09245071126044573, 0.028585163286718847, -0.03721455651205515, -0.04466190485338373, -0.05128207894973066, -0.031812481074029, -0.05168609154202774, 0.027351751253916076, -0.05460041341579598, 0.055145722864459235]","[0.016747232526540756, -0.19167493283748627, -0.1803300827741623, -0.00022165743575897068, -0.10824635624885559, 0.01332774292677641, -0.014985978603363037, -0.014903063885867596, 0.23034125566482544, 0.01205374114215374]","[-0.014261961110768011, 0.10325880848177843, 0.07810428975472451, 0.044206238426040025, 0.17818749849933171, 0.08169233403024344, 0.13511773532678617, 0.008445737967629988, -0.08064873967905697, 0.17714824783000924]"
313,N37969,football,Notre Dame loses defensive end Julian Okwara for the season with fractured fibula,Fractured fibula against Duke knocks Notre Dame defensive end and team captain Julian Okwara out for the year,Notre Dame loses defensive end Julian Okwara for the season with fractured fibula Fractured fibula against Duke knocks Notre Dame defensive end and team captain Julian Okwara out for the year,"[-0.04596318185852368, -0.006910501259261451, -0.04427452499695315, -0.03436549764415196, 0.04647959019974807, -0.028504150468388518, -0.12307426306570349, 0.02938993421205276, -0.0025332449792934406, -0.017707746736526718]","[-0.07549623399972916, 0.02794475108385086, -0.2762439250946045, -0.06979861855506897, 0.13680016994476318, 0.04521050676703453, -0.012057979591190815, -0.2058674842119217, -0.23830129206180573, 0.030965382233262062]","[-0.004023825565666718, -0.047680340320650785, 0.3038456290817386, 0.05207600281003427, -0.030181487014181503, -0.05097857075899968, -0.03053604511423733, 0.07770714476362718, 0.04946238411847206, 0.014373468009879577]"
314,N5228,football,"Weddle, Miller, Pederson among sportsmanship nominees","Veterans Julio Jones, Eric Weddle, Von Miller and Adrian Peterson are among the 32 nominees for the NFL's Art Rooney Sportsmanship Award.","Weddle, Miller, Pederson among sportsmanship nominees Veterans Julio Jones, Eric Weddle, Von Miller and Adrian Peterson are among the 32 nominees for the NFL's Art Rooney Sportsmanship Award.","[0.03684052119137117, 0.007299131876840842, -0.00684263030566499, -0.011969583534193086, 0.049986434732180986, -0.02174731438371499, 0.013510453416498387, -0.08690655256082214, -0.026369663505390033, -0.026975649630459897]","[-0.1545102894306183, -0.002146931365132332, -0.09045862406492233, 0.07084908336400986, 0.07561322301626205, -0.11314805597066879, 0.1291026771068573, 0.1321861296892166, 0.08721014857292175, -0.3125535249710083]","[0.1956070217074108, 0.07346793456499923, 0.07998479638215542, -0.12771612328971013, 0.04945042799289658, -0.012105909911509609, -0.07091569946084735, -0.07738936322472172, -0.039259169869174736, -0.08570880707156767]"
315,N21988,baseball,"Joe Girardi out, Scott Brosius in as U.S. manager for 2020 Olympics qualifying event",Girardi accepted the job in August but has pulled out to focus on interviewing for MLB managerial openings.,"Joe Girardi out, Scott Brosius in as U.S. manager for 2020 Olympics qualifying event Girardi accepted the job in August but has pulled out to focus on interviewing for MLB managerial openings.","[-0.0704972237178254, 0.038409361509446224, 0.014607168785059714, -0.026903017636007876, 0.06272193179481214, -0.06816356773004242, 0.03274479892255234, -0.03560499545520448, -0.10357142216769424, 0.04672838117172322]","[0.2143017202615738, -0.3340807259082794, 0.013287756592035294, 0.22638240456581116, -0.1850021779537201, 0.04233559966087341, -0.004746505059301853, -0.07898987829685211, -0.048907626420259476, 0.13040435314178467]","[0.0059779667586056335, 0.4276380205665159, -0.11339772435594124, -0.16733966047742138, 0.14198691655112447, -0.046157745842638764, 0.030958996685882176, -0.10810252934497375, 0.09047819786862026, 0.17388091186495785]"
316,N49363,football,Report: Brown's grievance against Raiders hindered by text messages,Antonio Brown is hoping to recoup $30 million in guaranteed money from the Oakland Raiders via a grievance.,Report: Brown's grievance against Raiders hindered by text messages Antonio Brown is hoping to recoup $30 million in guaranteed money from the Oakland Raiders via a grievance.,"[0.01775803753955218, 0.15145539143710632, -0.10055409019267121, -0.012973282409964785, 0.12716509775495738, -0.0017126210975401037, 0.1047664910304192, 0.028129126052131984, -0.200443562191664, 0.10579638666126091]","[-0.21262986958026886, -0.18304970860481262, 0.03676805645227432, -0.022288313135504723, 0.07857842743396759, -0.07531153410673141, -0.07041562348604202, -0.079708032310009, 0.2613590955734253, 0.040322981774806976]","[0.3064386848198419, 0.16145150799837424, 0.08658061378737902, -0.0003464676675060981, -0.12564645179715825, 0.020848446701374364, 0.009844702492585367, -0.12331093580241528, -0.06193494129301045, -0.08695010302517144]"
317,N28168,football,Matt Ryan returns to Falcons practice,"Ryan and the Falcons have vastly under-performed this season, going 1-6 over the first seven weeks of the season and having to face questions about potential coaching staff changes.","Matt Ryan returns to Falcons practice Ryan and the Falcons have vastly under-performed this season, going 1-6 over the first seven weeks of the season and having to face questions about potential coaching staff changes.","[-0.018844801291535825, 0.036430754578239355, -0.022164972481799085, -0.05352315001383508, 0.09090754081362777, -0.04725972677304845, -0.025621964010346138, -0.017792666596668925, -0.027177082778661533, -0.06474430021434627]","[-0.28604060411453247, -0.10787694156169891, -0.00047930178698152304, 0.029198290780186653, 0.007532372605055571, 0.012070141732692719, -0.07651872932910919, 0.0947488322854042, -0.24143534898757935, 0.09497605264186859]","[0.1904810434988618, -0.15064194733518002, -0.04242527375689962, 0.06781834815852096, -0.023946506575705875, -0.14766385450311628, -0.03931408734051821, 0.09545824439544416, 0.056467909030741364, -0.07369134716491217]"
